rows,dim,dtype,impl,ms,gbps
1024,128,f16,rotate+quant_int4,0.12164480209350587,4.3099909817518585
1024,128,bf16,memcpy,0.008496000170707703,61.70997992768727
1024,128,bf16,cublas,0.02371135950088501,22.111258529078913
1024,128,bf16,ref_fht,0.015022079944610595,34.90115895622673
1024,128,bf16,rotate+quant_fp8,0.1137657642364502,4.608486599802752
1024,128,bf16,rotate+quant_int4,0.13241472244262695,3.9594388775550624
4096,128,f16,memcpy,0.00847808003425598,247.3616657930078
4096,128,f16,cublas,0.022856318950653078,91.75370734577878
4096,128,f16,ref_fht,0.014465919733047485,144.97190905940414
4096,128,f16,rotate+quant_fp8,0.10835455894470215,19.35453404475823
4096,128,f16,rotate+quant_int4,0.11629631996154785,18.032831999270492
4096,128,bf16,memcpy,0.00820032000541687,255.74026362564976
4096,128,bf16,cublas,0.02328768014907837,90.05413963842149
4096,128,bf16,ref_fht,0.014220160245895386,147.47738167052918
4096,128,bf16,rotate+quant_fp8,0.10951871871948242,19.148799625492103
4096,128,bf16,rotate+quant_int4,0.11494015693664551,18.245598891568772
16384,128,f16,memcpy,0.008648959994316101,969.8978843135824
16384,128,f16,cublas,0.02336575984954834,359.0128484592018
16384,128,f16,ref_fht,0.014991999864578246,559.5389591631367
16384,128,f16,rotate+quant_fp8,0.0981868839263916,85.435117854323
16384,128,f16,rotate+quant_int4,0.10648192405700684,78.77964334593561
16384,128,bf16,memcpy,0.00854207992553711,982.0334243094243
16384,128,bf16,cublas,0.02415872097015381,347.228978320643
16384,128,bf16,ref_fht,0.015240960121154785,550.3989206268199
16384,128,bf16,rotate+quant_fp8,0.1040454387664795,80.62446657395012
16384,128,bf16,rotate+quant_int4,0.11470080375671386,73.13469239319942
65536,128,f16,memcpy,0.02062335968017578,1627.0109487667144
65536,128,f16,cublas,0.06841599941253662,490.447151077522
65536,128,f16,ref_fht,0.05200448036193848,645.2219456183266
65536,128,f16,rotate+quant_fp8,0.29697919845581056,112.98579891949159
65536,128,f16,rotate+quant_int4,0.36492416381835935,91.94905497324558
65536,128,bf16,memcpy,0.02062016010284424,1627.2634078807016
